1086,58,0,0
1088,56,0,0
1086,58,0,0
1086,58,0,0
1092,52,0,0
1090,54,0,0
1083,61,0,0
1090,54,0,0
1096,48,0,0
1082,62,0,0
1094,50,0,0
1098,46,0,0
1083,61,0,0
1098,46,0,0
1095,49,0,0
1085,59,0,0
1086,58,0,0
1087,57,0,0
1094,50,0,0
1091,53,0,0
1084,60,0,0
1087,57,0,0
1093,51,0,0
1093,51,0,0
1093,51,0,0
1076,68,0,0
1091,53,0,0
1100,44,0,0
1096,48,0,0
1072,72,0,0
1083,61,0,0
1095,49,0,0
1105,39,0,0
1081,63,0,0
1088,56,0,0
1083,61,0,0
1086,58,0,0
1106,38,0,0
1093,51,0,0
1077,67,0,0
1075,69,0,0
1093,51,0,0
1083,60,0,1
1085,59,0,0
1097,47,0,0
1094,50,0,0
1075,69,0,0
1084,60,0,0
1095,49,0,0
1080,64,0,0
1108,36,0,0
1088,56,0,0
1091,53,0,0
1094,50,0,0
1087,57,0,0
1060,84,0,0
1100,44,0,0
1077,67,0,0
1082,62,0,0
1079,65,0,0
1095,49,0,0
1090,54,0,0
1078,66,0,0
1083,61,0,0
1086,58,0,0
1087,57,0,0
1082,62,0,0
1090,54,0,0
1080,64,0,0
1095,49,0,0
1099,45,0,0
1091,53,0,0
1105,38,0,1
1091,53,0,0
1091,53,0,0
1104,40,0,0
1099,45,0,0
1089,55,0,0
1080,64,0,0
1091,53,0,0
1094,50,0,0
1084,60,0,0
1101,43,0,0
1101,43,0,0
1100,44,0,0
1084,60,0,0
1100,44,0,0
1083,61,0,0
1090,54,0,0
1086,58,0,0
1073,71,0,0
1068,76,0,0
1077,67,0,0
1085,59,0,0
1077,67,0,0
1085,59,0,0
1100,44,0,0
1084,60,0,0
1079,65,0,0
1092,52,0,0
1083,61,0,0
1093,51,0,0
1085,59,0,0
1095,49,0,0
1087,57,0,0
1095,49,0,0
1096,48,0,0
1092,52,0,0
1076,68,0,0
1091,53,0,0
1090,54,0,0
1089,55,0,0
1090,54,0,0
1092,52,0,0
1094,50,0,0
1082,62,0,0
1089,55,0,0
1089,55,0,0
1083,61,0,0
1081,63,0,0
1085,59,0,0
1096,48,0,0
1087,57,0,0
1069,75,0,0
1071,73,0,0
1094,50,0,0
1083,61,0,0
1084,60,0,0
1085,59,0,0
1088,56,0,0
1090,54,0,0
1080,64,0,0
1087,57,0,0
1084,60,0,0
1090,54,0,0
1078,66,0,0
1093,51,0,0
1088,56,0,0
1090,54,0,0
1095,49,0,0
1096,48,0,0
1091,53,0,0
1085,59,0,0
1088,56,0,0
1085,59,0,0
1101,43,0,0
1095,49,0,0
1086,58,0,0
1089,55,0,0
1076,68,0,0
1096,48,0,0
1088,56,0,0
1073,71,0,0
1090,54,0,0
1088,56,0,0
1098,46,0,0
1080,64,0,0
1091,53,0,0
1080,64,0,0
1081,63,0,0
1085,59,0,0
1093,51,0,0
1100,44,0,0
1081,63,0,0
1090,54,0,0
1084,60,0,0
1085,59,0,0
1099,45,0,0
1098,46,0,0
1091,53,0,0
1097,47,0,0
1094,50,0,0
1104,40,0,0
1093,51,0,0
1083,61,0,0
1085,59,0,0
1099,45,0,0
1085,59,0,0
1076,68,0,0
1093,50,0,1
1086,58,0,0
1086,58,0,0
1087,57,0,0
1099,45,0,0
1084,60,0,0
1099,45,0,0
1089,55,0,0
1086,58,0,0
1079,65,0,0
1089,55,0,0
1086,58,0,0
1086,58,0,0
1091,53,0,0
1070,74,0,0
1086,58,0,0
1094,49,0,1
1093,51,0,0
1075,69,0,0
1086,58,0,0
1089,55,0,0
1094,50,0,0
1081,63,0,0
1090,54,0,0
1094,50,0,0
1089,55,0,0
1089,55,0,0
1082,62,0,0
1081,63,0,0
1092,52,0,0
1092,52,0,0
1087,57,0,0
1080,64,0,0
1089,55,0,0
1096,48,0,0
1092,52,0,0
1081,63,0,0
1094,50,0,0
1078,66,0,0
1095,49,0,0
1091,53,0,0
1091,53,0,0
1098,46,0,0
1094,50,0,0
1083,61,0,0
1090,54,0,0
1096,48,0,0
1094,50,0,0
1089,55,0,0
1096,48,0,0
1084,60,0,0
1081,63,0,0
1092,52,0,0
1082,62,0,0
1091,53,0,0
1091,53,0,0
1088,56,0,0
1081,63,0,0
1094,50,0,0
1081,63,0,0
1087,57,0,0
1100,44,0,0
1097,47,0,0
1088,56,0,0
1095,49,0,0
1086,58,0,0
1089,55,0,0
1087,57,0,0
1094,50,0,0
1087,57,0,0
1093,51,0,0
1091,53,0,0
1095,49,0,0
1086,58,0,0
1083,61,0,0
1081,63,0,0
1087,57,0,0
1095,49,0,0
1090,54,0,0
1090,54,0,0
1080,64,0,0
1090,54,0,0
1095,49,0,0
1094,50,0,0
1090,54,0,0
1083,61,0,0
1085,59,0,0
1092,52,0,0
1089,55,0,0
1087,57,0,0
1102,42,0,0
1087,57,0,0
1092,52,0,0
1105,39,0,0
1082,62,0,0
1061,83,0,0
1087,57,0,0
1088,56,0,0
1094,50,0,0
1096,48,0,0
1092,51,0,1
1081,63,0,0
1088,56,0,0
1085,59,0,0
1074,70,0,0
1091,53,0,0
1080,64,0,0
1089,55,0,0
1095,49,0,0
1079,65,0,0
1080,64,0,0
1094,50,0,0
1088,56,0,0
1094,50,0,0
1082,62,0,0
1095,49,0,0
1095,49,0,0
1091,53,0,0
1072,72,0,0
1088,56,0,0
1090,54,0,0
1095,49,0,0
1094,50,0,0
1080,64,0,0
1091,53,0,0
1087,57,0,0
1099,45,0,0
1097,47,0,0
1104,40,0,0
1088,56,0,0
1081,63,0,0
1088,56,0,0
1096,48,0,0
1090,54,0,0
1096,48,0,0
1068,76,0,0
1087,57,0,0
1083,61,0,0
1085,59,0,0
1091,53,0,0
1088,56,0,0
1086,58,0,0
1080,64,0,0
1094,50,0,0
1093,51,0,0
1082,62,0,0
1086,58,0,0
1100,44,0,0
1085,59,0,0
1085,59,0,0
1086,58,0,0
1085,59,0,0
1085,59,0,0
1085,59,0,0
1089,55,0,0
1083,61,0,0
1085,59,0,0
1088,56,0,0
1095,49,0,0
1090,54,0,0
1087,57,0,0
1095,49,0,0
1091,53,0,0
1095,49,0,0
1089,55,0,0
1095,49,0,0
1083,61,0,0
1085,59,0,0
1090,54,0,0
1092,52,0,0
1093,51,0,0
1083,61,0,0
1087,57,0,0
1078,66,0,0
1077,67,0,0
1090,54,0,0
1084,60,0,0
1091,53,0,0
1084,60,0,0
1088,56,0,0
1083,61,0,0
1097,47,0,0
1087,57,0,0
1093,51,0,0
1093,51,0,0
1098,46,0,0
1080,64,0,0
1099,45,0,0
1099,45,0,0
1082,62,0,0
1079,65,0,0
1077,67,0,0
1094,50,0,0
1077,67,0,0
1084,60,0,0
1095,49,0,0
1087,57,0,0
1086,58,0,0
1080,64,0,0
1092,52,0,0
1098,46,0,0
1087,57,0,0
1096,48,0,0
1081,63,0,0
1081,63,0,0
1089,55,0,0
1085,59,0,0
1094,50,0,0
1089,55,0,0
1091,53,0,0
1075,69,0,0
1094,50,0,0
1080,64,0,0
1095,49,0,0
1083,61,0,0
1086,58,0,0
1086,58,0,0
1083,61,0,0
1092,52,0,0
1102,42,0,0
1087,57,0,0
1089,55,0,0
1086,58,0,0
1090,54,0,0
1087,57,0,0
1094,50,0,0
1083,61,0,0
1083,61,0,0
1093,51,0,0
1085,59,0,0
1095,49,0,0
1077,67,0,0
1076,68,0,0
1079,65,0,0
1077,67,0,0
1087,57,0,0
1082,62,0,0
1087,57,0,0
1088,56,0,0
1100,44,0,0
1088,56,0,0
1090,54,0,0
1096,48,0,0
1074,70,0,0
1093,51,0,0
1087,57,0,0
1091,53,0,0
1087,57,0,0
1083,61,0,0
1095,49,0,0
1079,65,0,0
1091,53,0,0
1091,53,0,0
1091,53,0,0
1092,52,0,0
1091,53,0,0
1086,58,0,0
1095,49,0,0
1093,51,0,0
1096,48,0,0
1087,57,0,0
1090,54,0,0
1073,71,0,0
1090,54,0,0
1080,64,0,0
1088,56,0,0
1065,79,0,0
1085,59,0,0
1081,63,0,0
1099,45,0,0
1094,50,0,0
1094,50,0,0
1098,46,0,0
1095,49,0,0
1106,38,0,0
1077,67,0,0
1079,65,0,0
1091,53,0,0
1078,66,0,0
1097,47,0,0
1097,47,0,0
1088,56,0,0
1080,64,0,0
1084,60,0,0
1096,48,0,0
1085,59,0,0
1083,61,0,0
1083,61,0,0
1096,48,0,0
1091,53,0,0
1101,43,0,0
1095,49,0,0
1090,54,0,0
1091,53,0,0
1092,52,0,0
1086,58,0,0
1089,55,0,0
1094,50,0,0
1089,55,0,0
1090,54,0,0
1081,63,0,0
1088,56,0,0
1103,41,0,0
1081,63,0,0
1090,54,0,0
1090,54,0,0
1106,38,0,0
1092,52,0,0
1076,68,0,0
1090,54,0,0
1096,48,0,0
1088,56,0,0
1076,68,0,0
1081,63,0,0
1082,62,0,0
1086,58,0,0
1080,64,0,0
1098,46,0,0
1086,58,0,0
1098,46,0,0
1100,44,0,0
1096,48,0,0
1083,61,0,0
1087,57,0,0
1088,56,0,0
1090,53,0,1
1089,55,0,0
1093,51,0,0
1094,50,0,0
1078,66,0,0
1102,42,0,0
1093,51,0,0
1086,58,0,0
1092,52,0,0
1074,70,0,0
1097,47,0,0
1074,70,0,0
1078,66,0,0
1092,52,0,0
1098,46,0,0
1089,55,0,0
1077,67,0,0
1096,48,0,0
1079,65,0,0
1102,42,0,0
1078,66,0,0
1086,58,0,0
1083,61,0,0
1087,57,0,0
1088,56,0,0
1089,55,0,0
1095,49,0,0
1093,51,0,0
1088,56,0,0
1085,59,0,0
1080,64,0,0
1080,64,0,0
1066,78,0,0
1093,51,0,0
1094,50,0,0
1090,54,0,0
1079,65,0,0
1089,55,0,0
1085,59,0,0
1091,53,0,0
1090,54,0,0
1093,51,0,0
1089,55,0,0
1079,65,0,0
1095,49,0,0
1095,49,0,0
1096,48,0,0
1093,51,0,0
1082,62,0,0
1081,63,0,0
1085,59,0,0
1086,58,0,0
1090,54,0,0
1094,50,0,0
1090,54,0,0
1095,49,0,0
1093,51,0,0
1084,60,0,0
1079,65,0,0
1092,52,0,0
1093,51,0,0
1083,61,0,0
1102,42,0,0
1088,56,0,0
1070,74,0,0
1086,58,0,0
1083,61,0,0
1090,54,0,0
1094,50,0,0
1087,57,0,0
1085,59,0,0
1090,54,0,0
1101,43,0,0
1076,68,0,0
1081,63,0,0
1098,46,0,0
1096,48,0,0
1077,67,0,0
1080,64,0,0
1077,67,0,0
1089,55,0,0
1085,59,0,0
1089,55,0,0
1090,54,0,0
1090,54,0,0
1087,57,0,0
1088,56,0,0
1095,49,0,0
1083,61,0,0
1090,54,0,0
1092,52,0,0
1082,61,0,1
1087,57,0,0
1095,49,0,0
1100,44,0,0
1079,65,0,0
1093,51,0,0
1089,55,0,0
1094,50,0,0
1084,60,0,0
1087,57,0,0
1101,43,0,0
1089,55,0,0
1091,53,0,0
1085,59,0,0
1093,51,0,0
1074,70,0,0
1104,40,0,0
1066,78,0,0
1080,64,0,0
1083,61,0,0
1093,51,0,0
1080,64,0,0
1087,57,0,0
1099,45,0,0
1087,57,0,0
1093,51,0,0
1086,58,0,0
1092,52,0,0
1088,56,0,0
1089,55,0,0
1082,62,0,0
1104,40,0,0
1078,66,0,0
1086,58,0,0
1090,54,0,0
1080,64,0,0
1086,58,0,0
1097,47,0,0
1079,65,0,0
1082,62,0,0
1092,52,0,0
1079,65,0,0
1078,66,0,0
1095,49,0,0
1090,54,0,0
1092,52,0,0
1083,61,0,0
1077,67,0,0
1103,41,0,0
1086,58,0,0
1083,61,0,0
1086,58,0,0
1081,63,0,0
1088,56,0,0
1082,62,0,0
1078,66,0,0
1093,51,0,0
1088,56,0,0
1093,51,0,0
1092,52,0,0
1086,58,0,0
1098,46,0,0
1076,68,0,0
1083,61,0,0
1087,57,0,0
1097,47,0,0
1100,44,0,0
1097,47,0,0
1090,54,0,0
1083,61,0,0
1081,63,0,0
1085,59,0,0
1096,48,0,0
1081,63,0,0
1075,69,0,0
1084,60,0,0
1088,56,0,0
1092,52,0,0
1096,48,0,0
1088,56,0,0
1085,59,0,0
1093,51,0,0
1088,56,0,0
1099,45,0,0
1085,59,0,0
1092,52,0,0
1090,54,0,0
1091,53,0,0
1081,63,0,0
1097,47,0,0
1093,51,0,0
1084,60,0,0
1090,54,0,0
1083,61,0,0
1084,60,0,0
1083,61,0,0
1078,66,0,0
1087,57,0,0
1077,67,0,0
1094,50,0,0
1088,56,0,0
1087,57,0,0
1091,53,0,0
1095,49,0,0
1087,57,0,0
1094,50,0,0
1091,53,0,0
1084,60,0,0
1091,53,0,0
1087,57,0,0
1079,65,0,0
1095,49,0,0
1095,49,0,0
1091,53,0,0
1093,51,0,0
1091,53,0,0
1077,67,0,0
1092,52,0,0
1092,52,0,0
1091,53,0,0
1071,73,0,0
1088,56,0,0
1086,58,0,0
1099,45,0,0
1101,43,0,0
1092,52,0,0
1100,44,0,0
1091,53,0,0
1077,67,0,0
1076,67,0,1
1087,57,0,0
1084,60,0,0
1092,52,0,0
1087,57,0,0
1093,51,0,0
1092,52,0,0
1102,42,0,0
1089,55,0,0
1083,61,0,0
1097,47,0,0
1095,49,0,0
1095,49,0,0
1092,52,0,0
1088,56,0,0
1093,51,0,0
1099,45,0,0
1082,62,0,0
1093,51,0,0
1082,62,0,0
1092,52,0,0
1100,44,0,0
1079,65,0,0
1081,63,0,0
1095,49,0,0
1084,60,0,0
1079,65,0,0
1094,50,0,0
1086,58,0,0
1086,58,0,0
1081,63,0,0
1098,46,0,0
1098,46,0,0
1079,65,0,0
1086,58,0,0
1079,65,0,0
1091,53,0,0
1088,56,0,0
1094,50,0,0
1086,58,0,0
1087,57,0,0
1090,54,0,0
1102,42,0,0
1090,54,0,0
1091,53,0,0
1094,50,0,0
1084,60,0,0
1091,53,0,0
1080,64,0,0
1096,48,0,0
1093,51,0,0
1077,67,0,0
1091,53,0,0
1086,58,0,0
1088,56,0,0
1091,53,0,0
1085,59,0,0
1078,66,0,0
1087,57,0,0
1085,59,0,0
1087,57,0,0
1083,61,0,0
1092,52,0,0
1094,50,0,0
1092,52,0,0
1078,66,0,0
1089,55,0,0
1080,64,0,0
1089,55,0,0
1087,57,0,0
1084,60,0,0
1091,53,0,0
